partNumber,Vendor,EffectiveDate,Meter Category,Instance Series,Instance Name,vCPU,RAM,Temporary Storage,Temporary Storage Type,Instance Family,Size,Tenancy,Reservation Type,Reservation Length,Meter Region,Operating System,Licence Model,Azure Environment,Azure Priority,Azure Source,Azure Hosting Type,Pricing ,Unit,Rate,Currency,Normalised Rate,Description
AAA-54257.D64s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-54257.D64s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-95258.D64s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, $3.816 ,AUD, $3.82 ,
AAA-95258.D64s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $3.066 ,AUD, $3.07 ,
AAA-95258.D64s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-95258.D64s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-95996.D64s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAA-95996.D64s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $0.882 ,AUD, $0.88 ,
AAA-95996.D64s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-95996.D64s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D64s v3,64.00,256.00,512.00,SSD,General Purpose,64c / 256 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-45153.D8s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Online,Standard,Public Cloud Compute,Per Hour, $1.193 ,AUD, $1.19 ,
AAA-45153.D8s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $0.959 ,AUD, $0.96 ,
AAA-45153.D8s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-45153.D8s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-45154.D8s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAA-45154.D8s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $0.553 ,AUD, $0.55 ,
AAA-45154.D8s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-45154.D8s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-49961.D8s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, $0.477 ,AUD, $0.48 ,
AAA-49961.D8s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $0.384 ,AUD, $0.38 ,
AAA-49961.D8s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-49961.D8s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-50366.D8s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAA-50366.D8s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $0.111 ,AUD, $0.11 ,
AAA-50366.D8s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-50366.D8s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/DSv3 Series,D8s v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-30912.D2sh v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D2sh v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Online,VDI,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAD-30912.D2sh v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D2sh v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, $0.063 ,AUD, $0.06 ,
AAD-30912.D2sh v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D2sh v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,1 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-30912.D2sh v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D2sh v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,3 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-30973.D4sh v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D4sh v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Online,VDI,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAD-30973.D4sh v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D4sh v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, $0.125 ,AUD, $0.13 ,
AAD-30973.D4sh v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D4sh v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,1 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-30973.D4sh v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D4sh v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,3 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-89417.D8sh v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Online,VDI,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAD-89417.D8sh v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, $0.248 ,AUD, $0.25 ,
AAD-89417.D8sh v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,1 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-89417.D8sh v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,3 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-30910.D2sh v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D2sh v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Online,VDI,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAD-30910.D2sh v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D2sh v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, $0.109 ,AUD, $0.11 ,
AAD-30910.D2sh v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D2sh v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-30910.D2sh v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D2sh v3,2.00,8.00,16.00,SSD,General Purpose,2c / 8 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-30995.D4sh v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D4sh v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Online,VDI,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAD-30995.D4sh v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D4sh v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, $0.216 ,AUD, $0.22 ,
AAD-30995.D4sh v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D4sh v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-30995.D4sh v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D4sh v3,4.00,16.00,32.00,SSD,General Purpose,4c / 16 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-83816.D8sh v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Online,VDI,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAD-83816.D8sh v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, $0.432 ,AUD, $0.43 ,
AAD-83816.D8sh v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-83816.D8sh v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Licence Included,Enterprise Agreement,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-83834.D8sh v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Online,VDI,Public Cloud Compute,Per Hour, Panel Only ,AUD, Panel Only ,
AAD-83834.D8sh v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,On-Demand,On-Demand,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,VDI,Public Cloud Compute,Per Hour, $0.248 ,AUD, $0.25 ,
AAD-83834.D8sh v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,1 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAD-83834.D8sh v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Dv3/Dsv3 Series,D8sh v3,8.00,32.00,64.00,SSD,General Purpose,8c / 32 GiB,None,Reserved,3 Year Reserved,AU East,Windows,Bring Your Own Licence,MSDN Benefit,Standard,Govt,VDI,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-48786.E16s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E16s v3,16.00,128.00,256.00,SSD,Memory Optimised,16c / 128 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Online,Standard,Public Cloud Compute,Per Hour, $1.754 ,AUD, $1.75 ,
AAA-48786.E16s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E16s v3,16.00,128.00,256.00,SSD,Memory Optimised,16c / 128 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $1.410 ,AUD, $1.41 ,
AAA-48786.E16s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E16s v3,16.00,128.00,256.00,SSD,Memory Optimised,16c / 128 GiB,None,Reserved,1 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $1.031 ,AUD, $1.03 ,
AAA-48786.E16s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E16s v3,16.00,128.00,256.00,SSD,Memory Optimised,16c / 128 GiB,None,Reserved,3 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $0.659 ,AUD, $0.66 ,
AAA-49967.E16s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E16s v3,16.00,128.00,256.00,SSD,Memory Optimised,16c / 128 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Low Priority,Online,Standard,Public Cloud Compute,Per Hour, $0.350 ,AUD, $0.35 ,
AAA-49967.E16s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E16s v3,16.00,128.00,256.00,SSD,Memory Optimised,16c / 128 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, $0.282 ,AUD, $0.28 ,
AAA-49967.E16s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E16s v3,16.00,128.00,256.00,SSD,Memory Optimised,16c / 128 GiB,None,Reserved,1 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-49967.E16s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E16s v3,16.00,128.00,256.00,SSD,Memory Optimised,16c / 128 GiB,None,Reserved,3 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Low Priority,Govt,Standard,Public Cloud Compute,Per Hour, No RI Rate ,AUD, No RI Rate ,
AAA-45230.E2s v3.Online.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E2s v3,2.00,16.00,32.00,SSD,Memory Optimised,2c / 16 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Online,Standard,Public Cloud Compute,Per Hour, $0.220 ,AUD, $0.22 ,
AAA-45230.E2s v3.Govt.On-Demand,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E2s v3,2.00,16.00,32.00,SSD,Memory Optimised,2c / 16 GiB,None,On-Demand,On-Demand,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $0.177 ,AUD, $0.18 ,
AAA-45230.E2s v3.Govt.1 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E2s v3,2.00,16.00,32.00,SSD,Memory Optimised,2c / 16 GiB,None,Reserved,1 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $0.129 ,AUD, $0.13 ,
AAA-45230.E2s v3.Govt.3 Year Reserved,Azure,2019-12-11T00:00:00Z,Virtual Machines,Virtual Machines Ev3/ESv3 Series,E2s v3,2.00,16.00,32.00,SSD,Memory Optimised,2c / 16 GiB,None,Reserved,3 Year Reserved,AU East,Linux,Licence Included,Enterprise Agreement,Standard,Govt,Standard,Public Cloud Compute,Per Hour, $0.082 ,AUD, $0.08 ,
